R                               1         0.0000000000      0.5000000000      0.5000000000      0.5000000000
G                             101         1.4099167848      0.0000000000      0.0000000000      0.0000000000
X                             159         2.2239326201      0.5000000000      0.0000000000      0.0000000000
M                             217         3.0379484553      0.5000000000      0.5000000000      0.0000000000
G                             299         4.1891406895      0.0000000000      0.0000000000      0.0000000000
