 written on 16Jun2025 at 20:23:39 
           3
         125
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1
   -2   -2   -2    1    1   -0.000120    0.000000
   -2   -2   -2    2    1   -0.000008   -0.000000
   -2   -2   -2    3    1   -0.000008    0.000000
   -2   -2   -2    1    2   -0.000008   -0.000000
   -2   -2   -2    2    2   -0.000120   -0.000000
   -2   -2   -2    3    2   -0.000008    0.000000
   -2   -2   -2    1    3   -0.000008   -0.000000
   -2   -2   -2    2    3   -0.000008    0.000000
   -2   -2   -2    3    3   -0.000120   -0.000000
   -2   -2   -1    1    1   -0.000096    0.000000
   -2   -2   -1    2    1   -0.000144    0.000000
   -2   -2   -1    3    1    0.000288    0.000000
   -2   -2   -1    1    2   -0.000144   -0.000000
   -2   -2   -1    2    2   -0.000096   -0.000000
   -2   -2   -1    3    2    0.000288   -0.000000
   -2   -2   -1    1    3    0.000288    0.000000
   -2   -2   -1    2    3    0.000288   -0.000000
   -2   -2   -1    3    3   -0.001690   -0.000000
   -2   -2    0    1    1    0.000303   -0.000000
   -2   -2    0    2    1    0.000491    0.000000
   -2   -2    0    3    1   -0.000000   -0.000000
   -2   -2    0    1    2    0.000491   -0.000000
   -2   -2    0    2    2    0.000303   -0.000000
   -2   -2    0    3    2   -0.000000    0.000000
   -2   -2    0    1    3    0.000000   -0.000000
   -2   -2    0    2    3   -0.000000    0.000000
   -2   -2    0    3    3   -0.010891    0.000000
   -2   -2    1    1    1   -0.000096   -0.000000
   -2   -2    1    2    1   -0.000144    0.000000
   -2   -2    1    3    1   -0.000288   -0.000000
   -2   -2    1    1    2   -0.000144    0.000000
   -2   -2    1    2    2   -0.000096   -0.000000
   -2   -2    1    3    2   -0.000288   -0.000000
   -2   -2    1    1    3   -0.000288    0.000000
   -2   -2    1    2    3   -0.000288    0.000000
   -2   -2    1    3    3   -0.001690    0.000000
   -2   -2    2    1    1   -0.000120    0.000000
   -2   -2    2    2    1   -0.000008   -0.000000
   -2   -2    2    3    1    0.000008    0.000000
   -2   -2    2    1    2   -0.000008   -0.000000
   -2   -2    2    2    2   -0.000120   -0.000000
   -2   -2    2    3    2    0.000008    0.000000
   -2   -2    2    1    3    0.000008    0.000000
   -2   -2    2    2    3    0.000008   -0.000000
   -2   -2    2    3    3   -0.000120   -0.000000
   -2   -1   -2    1    1   -0.001690   -0.000000
   -2   -1   -2    2    1    0.000288    0.000000
   -2   -1   -2    3    1    0.000288   -0.000000
   -2   -1   -2    1    2    0.000288    0.000000
   -2   -1   -2    2    2   -0.000096    0.000000
   -2   -1   -2    3    2   -0.000144    0.000000
   -2   -1   -2    1    3    0.000288   -0.000000
   -2   -1   -2    2    3   -0.000144    0.000000
   -2   -1   -2    3    3   -0.000096    0.000000
   -2   -1   -1    1    1   -0.001245    0.000000
   -2   -1   -1    2    1    0.000099    0.000000
   -2   -1   -1    3    1    0.000611    0.000000
   -2   -1   -1    1    2    0.000099    0.000000
   -2   -1   -1    2    2    0.000078    0.000000
   -2   -1   -1    3    2    0.000099   -0.000000
   -2   -1   -1    1    3    0.000611    0.000000
   -2   -1   -1    2    3    0.000099    0.000000
   -2   -1   -1    3    3   -0.001245   -0.000000
   -2   -1    0    1    1    0.003378   -0.000000
   -2   -1    0    2    1    0.000210    0.000000
   -2   -1    0    3    1   -0.000000    0.000000
   -2   -1    0    1    2    0.000210    0.000000
   -2   -1    0    2    2   -0.000044    0.000000
   -2   -1    0    3    2   -0.000000    0.000000
   -2   -1    0    1    3    0.000000    0.000000
   -2   -1    0    2    3   -0.000000    0.000000
   -2   -1    0    3    3   -0.012315    0.000000
   -2   -1    1    1    1   -0.001245   -0.000000
   -2   -1    1    2    1    0.000099    0.000000
   -2   -1    1    3    1   -0.000611    0.000000
   -2   -1    1    1    2    0.000099    0.000000
   -2   -1    1    2    2    0.000078    0.000000
   -2   -1    1    3    2   -0.000099    0.000000
   -2   -1    1    1    3   -0.000611    0.000000
   -2   -1    1    2    3   -0.000099    0.000000
   -2   -1    1    3    3   -0.001245    0.000000
   -2   -1    2    1    1   -0.001690   -0.000000
   -2   -1    2    2    1    0.000288    0.000000
   -2   -1    2    3    1   -0.000288   -0.000000
   -2   -1    2    1    2    0.000288    0.000000
   -2   -1    2    2    2   -0.000096    0.000000
   -2   -1    2    3    2    0.000144    0.000000
   -2   -1    2    1    3   -0.000288    0.000000
   -2   -1    2    2    3    0.000144   -0.000000
   -2   -1    2    3    3   -0.000096   -0.000000
   -2    0   -2    1    1   -0.010891   -0.000000
   -2    0   -2    2    1   -0.000000    0.000000
