 &plot nbnd=  50, nks=    61 /
            0.000000  0.000000  0.000000
  -60.894  -30.939  -30.939  -30.939  -21.136   -6.415   -5.531   -5.531   -3.157   -3.157
   -3.157    8.100    8.100    8.100   10.026   10.026   10.026   10.467   10.467   10.467
   10.611   10.611   10.611   13.344   13.344   16.763   16.763   17.319   19.824   19.824
   19.824   25.163   27.805   27.805   27.805   31.565   32.322   32.322   33.374   33.374
   33.374   33.937   33.937   33.937   36.886   36.886   36.886   40.919   40.919   40.919
            0.033333  0.000000  0.000000
  -60.894  -30.939  -30.939  -30.939  -21.136   -6.414   -5.530   -5.530   -3.156   -3.156
   -3.151    8.067    8.098    8.098    9.935    9.935   10.016   10.453   10.453   10.468
   10.551   10.721   10.721   13.344   13.422   16.782   16.784   17.346   19.820   19.835
   19.835   25.168   27.803   27.805   27.805   31.540   32.211   32.313   33.355   33.376
   33.376   33.882   33.882   33.979   36.879   36.879   36.952   40.828   40.967   40.967
            0.066667  0.000000  0.000000
  -60.894  -30.940  -30.939  -30.939  -21.135   -6.412   -5.529   -5.527   -3.155   -3.155
   -3.133    7.967    8.092    8.092    9.749    9.749    9.986   10.394   10.439   10.439
   10.471   10.940   10.940   13.345   13.631   16.837   16.844   17.427   19.807   19.869
   19.869   25.180   27.798   27.805   27.805   31.472   31.905   32.282   33.302   33.382
   33.382   33.725   33.725   34.101   36.854   36.854   37.124   40.580   41.102   41.102
            0.100000  0.000000  0.000000
  -60.894  -30.941  -30.939  -30.939  -21.134   -6.410   -5.527   -5.519   -3.152   -3.152
   -3.104    7.805    8.081    8.081    9.541    9.541    9.939   10.187   10.423   10.423
   10.476   11.191   11.191   13.346   13.924   16.927   16.942   17.560   19.786   19.923
   19.923   25.198   27.788   27.806   27.806   31.374   31.467   32.226   33.223   33.378
   33.378   33.494   33.494   34.286   36.810   36.810   37.345   40.227   41.212   41.212
            0.133333  0.000000  0.000000
  -60.894  -30.943  -30.939  -30.939  -21.132   -6.410   -5.525   -5.505   -3.149   -3.149
   -3.066    7.588    8.067    8.067    9.336    9.336    9.877    9.966   10.404   10.404
   10.482   11.455   11.455   13.347   14.259   17.050   17.073   17.744   19.758   19.994
   19.994   25.217   27.766   27.809   27.809   30.964   31.260   32.137   33.133   33.155
   33.155   33.422   33.422   34.516   36.747   36.747   37.555   39.824   41.112   41.112
            0.166667  0.000000  0.000000
  -60.894  -30.945  -30.939  -30.939  -21.130   -6.414   -5.521   -5.481   -3.145   -3.145
   -3.022    7.328    8.050    8.050    9.141    9.141    9.753    9.805   10.383   10.383
   10.490   11.722   11.722   13.349   14.606   17.202   17.231   17.973   19.725   20.081
   20.081   25.229   27.714   27.816   27.816   30.463   31.141   32.007   32.806   32.806
   33.048   33.435   33.435   34.775   36.670   36.670   37.685   39.436   40.937   40.937
            0.200000  0.000000  0.000000
  -60.894  -30.947  -30.938  -30.938  -21.127   -6.423   -5.518   -5.447   -3.140   -3.140
   -2.973    7.038    8.031    8.031    8.959    8.959    9.558    9.725   10.360   10.360
   10.500   11.985   11.985   13.350   14.947   17.379   17.409   18.245   19.688   20.177
   20.177   25.227   27.597   27.830   27.830   30.039   31.025   31.837   32.426   32.426
   32.978   33.454   33.454   35.049   36.585   36.585   37.640   39.161   40.714   40.714
            0.233333  0.000000  0.000000
  -60.894  -30.949  -30.938  -30.938  -21.125   -6.438   -5.514   -5.402   -3.135   -3.135
   -2.922    6.735    8.011    8.011    8.792    8.792    9.382    9.643   10.336   10.336
   10.509   12.241   12.241   13.352   15.268   17.575   17.600   18.554   19.648   20.279
   20.279   25.202   27.366   27.853   27.854   29.773   30.917   31.634   32.032   32.032
   32.925   33.474   33.474   35.324   36.499   36.499   37.352   39.074   40.459   40.459
            0.266667  0.000000  0.000000
  -60.894  -30.952  -30.938  -30.938  -21.122   -6.458   -5.510   -5.348   -3.130   -3.130
   -2.872    6.433    7.991    7.991    8.642    8.642    9.227    9.562   10.313   10.313
   10.520   12.484   12.484   13.353   15.561   17.783   17.797   18.897   19.607   20.383
   20.383   25.140   27.009   27.889   27.889   29.706   30.819   31.411   31.636   31.636
   32.889   33.493   33.493   35.590   36.418   36.418   36.883   39.122   40.192   40.192
            0.300000  0.000000  0.000000
  -60.894  -30.954  -30.938  -30.938  -21.119   -6.480   -5.506   -5.288   -3.125   -3.125
   -2.824    6.145    7.972    7.972    8.508    8.508    9.091    9.485   10.290   10.290
   10.530   12.708   12.708   13.354   15.821   17.990   17.995   19.269   19.567   20.482
   20.482   25.024   26.580   27.939   27.939   29.816   30.733   31.183   31.248   31.248
   32.864   33.511   33.511   35.836   36.324   36.347   36.347   39.221   39.926   39.926
            0.333333  0.000000  0.000000
  -60.894  -30.956  -30.938  -30.938  -21.117   -6.503   -5.503   -5.226   -3.121   -3.121
   -2.780    5.883    7.955    7.955    8.393    8.393    8.975    9.415   10.271   10.271
   10.539   12.910   12.910   13.355   16.045   18.173   18.199   19.531   19.666   20.572
   20.572   24.822   26.166   28.007   28.007   30.057   30.661   30.876   30.876   30.962
   32.847   33.525   33.525   35.725   36.054   36.290   36.290   39.330   39.677   39.677
            0.366667  0.000000  0.000000
  -60.894  -30.958  -30.938  -30.938  -21.115   -6.525   -5.500   -5.168   -3.117   -3.117
   -2.743    5.655    7.942    7.942    8.296    8.296    8.879    9.355   10.253   10.253
   10.547   13.084   13.084   13.356   16.231   18.337   18.386   19.498   20.083   20.651
   20.651   24.500   25.848   28.092   28.092   30.392   30.530   30.530   30.602   30.763
   32.836   33.537   33.537   35.111   36.237   36.247   36.247   39.431   39.456   39.456
            0.400000  0.000000  0.000000
  -60.894  -30.960  -30.938  -30.938  -21.113   -6.544   -5.497   -5.117   -3.113   -3.113
   -2.712    5.469    7.933    7.933    8.218    8.218    8.804    9.307   10.240   10.240
   10.554   13.226   13.226   13.357   16.377   18.474   18.544   19.471   20.514   20.715
   20.715   24.074   25.643   28.191   28.191   30.219   30.219   30.556   30.596   30.794
   32.829   33.545   33.545   34.501   36.218   36.218   36.381   39.272   39.272   39.517
            0.433333  0.000000  0.000000
  -60.894  -30.961  -30.938  -30.938  -21.112   -6.559   -5.495   -5.077   -3.111   -3.111
   -2.690    5.332    7.927    7.927    8.160    8.160    8.750    9.271   10.230   10.230
   10.559   13.330   13.330   13.358   16.482   18.577   18.665   19.451   20.762   20.762
   20.939   23.614   25.523   28.294   28.294   29.961   29.961   30.469   30.523   31.232
   32.824   33.551   33.551   33.919   36.200   36.200   36.485   39.133   39.133   39.581
            0.466667  0.000000  0.000000
  -60.894  -30.962  -30.938  -30.938  -21.111   -6.568   -5.494   -5.052   -3.109   -3.109
   -2.676    5.248    7.926    7.926    8.123    8.123    8.717    9.249   10.223   10.223
   10.563   13.358   13.394   13.394   16.545   18.642   18.741   19.439   20.791   20.791
   21.306   23.212   25.460   28.378   28.378   29.782   29.782   30.390   30.503   31.647
   32.822   33.418   33.554   33.554   36.192   36.192   36.547   39.047   39.047   39.621
            0.500000  0.000000  0.000000
  -60.894  -30.962  -30.938  -30.938  -21.111   -6.571   -5.494   -5.044   -3.109   -3.109
   -2.671    5.220    7.925    7.925    8.111    8.111    8.706    9.241   10.221   10.221
   10.564   13.358   13.416   13.416   16.566   18.664   18.767   19.434   20.800   20.800
   21.473   23.032   25.440   28.413   28.413   29.715   29.715   30.363   30.497   31.858
   32.821   33.178   33.555   33.555   36.189   36.189   36.568   39.018   39.018   39.635
            0.500000  0.033333  0.033333
  -60.894  -30.962  -30.938  -30.938  -21.110   -6.558   -5.489   -5.052   -3.112   -3.097
   -2.677    5.219    7.812    7.882    8.073    8.086    8.820    9.298   10.012   10.170
   10.769   13.410   13.416   13.467   16.611   18.685   18.802   19.466   20.737   20.774
   21.565   23.020   25.451   28.283   28.410   29.298   29.661   30.455   30.820   32.013
   32.485   33.035   33.710   33.839   36.131   36.213   36.581   38.526   39.116   40.211
            0.500000  0.066667  0.066667
  -60.894  -30.962  -30.939  -30.939  -21.109   -6.519   -5.475   -5.077   -3.123   -3.065
   -2.693    5.217    7.577    7.772    7.966    8.005    9.058    9.449    9.680   10.052
   11.088   13.395   13.417   13.763   16.740   18.748   18.892   19.566   20.603   20.697
   21.781   22.985   25.484   27.927   28.398   28.666   29.553   30.674   31.115   31.919
   32.532   32.740   33.997   34.256   35.966   36.284   36.640   37.927   39.402   41.055
            0.500000  0.100000  0.100000
  -60.893  -30.962  -30.940  -30.940  -21.107   -6.456   -5.452   -5.112   -3.141   -3.021
   -2.720    5.214    7.321    7.629    7.809    7.854    9.316    9.324    9.654    9.939
   11.424   13.379   13.422   14.187   16.938   18.852   19.005   19.746   20.450   20.573
   22.061   22.933   25.538   27.423   28.075   28.368   29.443   30.950   31.231   31.337
   32.335   33.311   34.280   34.621   35.723   36.401   36.786   37.444   39.848   41.918
            0.500000  0.133333  0.133333
  -60.893  -30.962  -30.941  -30.941  -21.104   -6.370   -5.422   -5.150   -3.165   -2.975
   -2.758    5.210    7.081    7.478    7.619    7.627    8.934    9.587    9.884    9.884
   11.766   13.371   13.434   14.687   17.183   18.993   19.111   20.001   20.292   20.409
   22.379   22.871   25.613   26.845   27.578   28.298   29.347   30.803   31.241   31.275
   31.833   34.185   34.495   34.917   35.449   36.563   36.835   37.298   40.410   41.407
            0.500000  0.166667  0.166667
  -60.893  -30.961  -30.943  -30.943  -21.101   -6.261   -5.384   -5.185   -3.193   -2.938
   -2.806    5.207    6.873    7.333    7.339    7.412    8.542    9.834    9.902   10.119
   12.105   13.380   13.457   15.229   17.454   19.169   19.197   20.124   20.211   20.293
   22.722   22.810   25.706   26.256   27.203   28.160   29.264   30.368   31.267   31.287
   31.502   34.646   35.078   35.154   35.207   36.524   36.767   37.710   40.507   41.025
            0.500000  0.200000  0.200000
  -60.893  -30.961  -30.945  -30.945  -21.097   -6.134   -5.340   -5.212   -3.225   -2.918
   -2.862    5.203    6.708    7.015    7.197    7.200    8.156    9.985   10.063   10.345
   12.434   13.411   13.495   15.789   17.732   19.258   19.374   19.939   19.989   20.572
   22.755   23.081   25.718   25.815   26.971   27.924   29.190   30.071   30.676   31.270
   31.675   34.780   35.075   35.339   35.928   36.183   37.016   38.266   39.691   41.428
            0.500000  0.233333  0.233333
  -60.893  -30.961  -30.947  -30.947  -21.093   -5.992   -5.292   -5.226   -3.259   -2.928
   -2.924    5.199    6.592    6.679    6.975    7.081    7.794   10.116   10.270   10.552
   12.745   13.467   13.550   16.349   18.002   19.286   19.605   19.735   19.752   20.789
   22.690   23.448   25.302   25.938   26.889   27.595   29.117   29.917   30.101   31.220
   31.708   34.923   35.124   35.470   35.868   36.598   37.364   38.845   39.017   40.728
            0.500000  0.266667  0.266667
  -60.893  -30.961  -30.950  -30.950  -21.090   -5.838   -5.242   -5.225   -3.294   -3.000
   -2.956    5.195    6.350    6.524    6.744    6.979    7.477   10.281   10.459   10.731
   13.035   13.545   13.621   16.892   18.250   19.264   19.508   19.515   19.855   20.929
   22.568   23.813   25.080   26.080   26.946   27.213   29.040   29.575   29.876   31.131
   31.600   35.017   35.369   35.529   35.672   36.828   37.889   38.630   39.382   39.966
            0.500000  0.300000  0.300000
  -60.893  -30.960  -30.952  -30.952  -21.086   -5.677   -5.210   -5.191   -3.328   -3.078
   -3.015    5.190    6.044    6.499    6.501    6.892    7.221   10.464   10.630   10.880
   13.297   13.641   13.707   17.401   18.458   19.180   19.270   19.296   20.116   21.007
   22.360   24.167   25.062   26.245   26.821   27.119   28.955   29.129   29.910   31.000
   31.401   34.891   35.480   35.769   35.785   36.611   38.172   38.912   39.332   39.819
            0.500000  0.333333  0.333333
  -60.893  -30.960  -30.954  -30.954  -21.082   -5.516   -5.181   -5.143   -3.359   -3.159
   -3.095    5.182    5.770    6.257    6.510    6.821    7.027   10.653   10.786   10.999
   13.528   13.747   13.800   17.856   18.595   19.030   19.055   19.120   20.379   21.057
   22.101   24.501   25.171   26.427   26.449   27.381   28.789   28.859   29.995   30.836
   31.170   34.631   35.285   36.133   36.135   36.265   38.281   38.895   39.589   40.113
            0.500000  0.366667  0.366667
  -60.893  -30.960  -30.956  -30.956  -21.079   -5.361   -5.140   -5.099   -3.387   -3.240
   -3.188    5.169    5.535    6.033    6.544    6.765    6.886   10.834   10.927   11.088
   13.725   13.854   13.893   18.210   18.588   18.829   18.904   19.069   20.630   21.097
   21.847   24.805   25.305   26.117   26.610   27.699   28.572   28.758   30.112   30.665
   30.953   34.364   34.951   35.549   36.605   36.811   38.424   38.669   40.244   40.298
            0.500000  0.400000  0.400000
  -60.893  -30.960  -30.957  -30.957  -21.076   -5.222   -5.095   -5.061   -3.410   -3.317
   -3.282    5.150    5.347    5.850    6.587    6.722    6.786   10.994   11.048   11.153
   13.884   13.951   13.976   18.357   18.469   18.610   18.918   19.125   20.855   21.134
   21.636   25.068   25.400   25.841   26.777   28.024   28.475   28.658   30.249   30.528
   30.771   34.128   34.546   34.939   37.155   37.372   38.603   38.615   40.215   40.601
            0.500000  0.433333  0.433333
  -60.893  -30.960  -30.958  -30.958  -21.074   -5.110   -5.052   -5.033   -3.427   -3.381
   -3.364    5.127    5.209    5.721    6.629    6.692    6.720   11.120   11.144   11.196
   14.001   14.029   14.041   18.318   18.346   18.415   19.076   19.194   21.035   21.166
   21.481   25.275   25.444   25.631   26.913   28.291   28.462   28.573   30.384   30.472
   30.638   33.945   34.163   34.374   37.754   37.917   38.621   38.865   40.034   40.159
            0.500000  0.466667  0.466667
  -60.893  -30.959  -30.959  -30.959  -21.073   -5.035   -5.021   -5.015   -3.437   -3.425
   -3.421    5.105    5.125    5.646    6.658    6.675    6.681   11.201   11.207   11.221
   14.073   14.080   14.083   18.256   18.262   18.280   19.209   19.241   21.152   21.186
   21.389   25.409   25.455   25.500   27.003   28.448   28.483   28.516   30.490   30.500
   30.557   33.827   33.888   33.950   38.338   38.408   38.657   39.173   39.724   39.729
            0.500000  0.500000  0.500000
  -60.893  -30.959  -30.959  -30.959  -21.072   -5.009   -5.009   -5.009   -3.441   -3.441
   -3.441    5.096    5.096    5.623    6.669    6.669    6.669   11.229   11.229   11.229
   14.097   14.097   14.097   18.232   18.232   18.232   19.257   19.257   21.193   21.193
   21.358   25.455   25.455   25.455   27.035   28.495   28.495   28.495   30.530   30.530
   30.530   33.787   33.787   33.787   38.674   38.674   38.674   39.482   39.482   39.482
            0.466667  0.466667  0.466667
  -60.893  -30.959  -30.959  -30.959  -21.073   -5.051   -5.021   -5.021   -3.430   -3.430
   -3.405    5.125    5.125    5.658    6.657    6.681    6.681   11.193   11.193   11.214
   14.066   14.071   14.071   18.280   18.280   18.288   19.209   19.209   21.157   21.157
   21.404   25.408   25.477   25.477   26.988   28.416   28.508   28.508   30.478   30.478
   30.568   33.874   33.968   33.968   38.241   38.241   38.701   39.107   39.796   39.796
            0.433333  0.433333  0.433333
  -60.893  -30.959  -30.959  -30.959  -21.075   -5.162   -5.054   -5.054   -3.398   -3.398
   -3.310    5.208    5.208    5.758    6.628    6.718    6.718   11.092   11.092   11.170
   13.974   13.992   13.992   18.401   18.401   18.438   19.080   19.080   21.052   21.052
   21.540   25.254   25.543   25.543   26.867   28.236   28.529   28.529   30.386   30.386
   30.680   34.067   34.443   34.443   37.534   37.534   38.771   38.783   40.163   40.163
            0.400000  0.400000  0.400000
  -60.893  -30.957  -30.957  -30.957  -21.078   -5.316   -5.104   -5.104   -3.351   -3.351
   -3.185    5.345    5.345    5.912    6.608    6.781    6.781   10.943   10.943   11.100
   13.825   13.865   13.865   18.480   18.480   18.642   18.964   18.964   20.889   20.889
   21.767   24.973   25.654   25.654   26.733   28.059   28.524   28.524   30.369   30.369
   30.858   34.235   35.038   35.038   36.893   36.893   38.506   38.925   40.343   40.343
            0.366667  0.366667  0.366667
  -60.893  -30.956  -30.956  -30.956  -21.082   -5.490   -5.164   -5.164   -3.297   -3.297
   -3.056    5.533    5.533    6.085    6.642    6.873    6.873   10.766   10.766   11.008
   13.627   13.694   13.694   18.285   18.285   18.842   19.056   19.056   20.688   20.688
   22.059   24.599   25.806   25.806   26.652   27.943   28.486   28.486   30.489   30.489
   31.092   34.301   35.304   35.304   36.732   36.732   38.229   39.133   40.321   40.321
            0.333333  0.333333  0.333333
  -60.893  -30.954  -30.954  -30.954  -21.087   -5.666   -5.228   -5.228   -3.242   -3.242
   -2.944    5.766    5.766    6.230    6.794    6.998    6.998   10.581   10.581   10.899
   13.386   13.485   13.485   17.907   17.907   18.987   19.206   19.206   20.495   20.495
